BioSample Accession,BAKTA,size,contigs_orig,MIC,in_downloads,calc_R_S
SAMEA104362056,atb.bakta.r0.2.batch.350.tar.xz,4296881,121,0.5,True,S
SAMN06010421,,4393137,19,0.25,True,S
SAMEA7544644,atb.bakta.r0.2.batch.343.tar.xz,4318369,109,0.25,True,S
SAMEA8719074,atb.bakta.r0.2.batch.347.tar.xz,4320596,116,0.5,True,S
SAMEA7545476,atb.bakta.r0.2.batch.343.tar.xz,4329342,94,0.25,True,S
SAMEA8718593,atb.bakta.r0.2.batch.347.tar.xz,4330227,122,0.5,True,S
SAMEA7544000,atb.bakta.r0.2.batch.343.tar.xz,4341625,90,1.0,True,S
SAMEA7525768,atb.bakta.r0.2.batch.342.tar.xz,4298886,135,0.25,True,S
SAMEA7543969,atb.bakta.r0.2.batch.343.tar.xz,4355887,91,0.5,True,S
SAMEA7541451,atb.bakta.r0.2.batch.343.tar.xz,4335335,105,0.5,True,S
SAMEA7561528,atb.bakta.r0.2.batch.346.tar.xz,4320239,124,0.25,True,S
SAMEA7561974,atb.bakta.r0.2.batch.346.tar.xz,4303184,149,0.5,True,S
SAMEA7555782,atb.bakta.r0.2.batch.345.tar.xz,4372362,84,0.25,True,S
SAMEA7560673,atb.bakta.r0.2.batch.346.tar.xz,4335862,111,0.25,True,S
SAMEA7525882,atb.bakta.r0.2.batch.342.tar.xz,4343260,108,0.03,True,S
SAMEA7544697,atb.bakta.r0.2.batch.343.tar.xz,4340123,81,0.25,True,S
SAMEA7562878,atb.bakta.r0.2.batch.346.tar.xz,4342780,131,0.5,True,S
SAMEA104362251,atb.bakta.r0.2.batch.644_b.tar.xz,4335998,97,0.12,True,S
SAMEA7545481,atb.bakta.r0.2.batch.343.tar.xz,4344761,94,0.5,True,S
SAMN05916288,,4397700,8,6.0,True,R
SAMEA8718756,atb.bakta.r0.2.batch.347.tar.xz,4265062,183,0.5,True,S
SAMEA7545401,atb.bakta.r0.2.batch.343.tar.xz,4281174,122,0.25,True,S
SAMEA7546694,atb.bakta.r0.2.batch.343.tar.xz,4347349,88,0.06,True,S
SAMN05916440,,4349355,6,0.25,True,S
SAMEA7525112,atb.bakta.r0.2.batch.342.tar.xz,4358381,128,0.5,True,S
SAMEA7545365,atb.bakta.r0.2.batch.343.tar.xz,4259536,151,0.5,True,S
SAMEA8718623,atb.bakta.r0.2.batch.347.tar.xz,4287430,124,0.5,True,S
SAMEA7524990,atb.bakta.r0.2.batch.342.tar.xz,4371126,105,0.5,True,S
SAMEA7525478,atb.bakta.r0.2.batch.342.tar.xz,4298337,187,0.5,True,S
SAMEA7545944,atb.bakta.r0.2.batch.343.tar.xz,4343077,95,0.5,True,S
SAMEA7545431,atb.bakta.r0.2.batch.343.tar.xz,4306921,108,0.5,True,S
SAMEA8719150,atb.bakta.r0.2.batch.347.tar.xz,4317257,114,0.5,True,S
SAMEA7560602,atb.bakta.r0.2.batch.346.tar.xz,4353839,89,0.25,True,S
SAMN05916282,,4393797,2,1.0,True,S
SAMEA7541622,atb.bakta.r0.2.batch.343.tar.xz,4326063,93,0.5,True,S
SAMEA7546406,atb.bakta.r0.2.batch.343.tar.xz,4337249,93,0.5,True,S
SAMEA8741950,atb.bakta.r0.2.batch.347.tar.xz,4351182,88,2.0,True,R
SAMN06094080,,4373292,15,10.0,True,R
SAMN05916235,,4389684,20,0.25,True,S
SAMEA7525765,atb.bakta.r0.2.batch.342.tar.xz,4321709,139,1.0,True,S
SAMEA7555780,atb.bakta.r0.2.batch.345.tar.xz,4345089,89,0.25,True,S
SAMN05916257,,4392239,2,0.25,True,S
SAMEA7543917,atb.bakta.r0.2.batch.343.tar.xz,4347469,89,0.5,True,S
SAMEA7526834,atb.bakta.r0.2.batch.342.tar.xz,4372842,102,1.0,True,S
SAMEA7555982,atb.bakta.r0.2.batch.345.tar.xz,4342129,118,0.25,True,S
SAMEA7525197,atb.bakta.r0.2.batch.342.tar.xz,4346122,107,2.0,True,R
SAMEA8718852,atb.bakta.r0.2.batch.347.tar.xz,4331725,107,0.5,True,S
SAMN05918602,,4399494,6,0.5,True,S
SAMEA7546485,atb.bakta.r0.2.batch.343.tar.xz,4258032,180,0.25,True,S
SAMEA7563861,atb.bakta.r0.2.batch.346.tar.xz,4355584,88,0.5,True,S
SAMEA8718770,atb.bakta.r0.2.batch.347.tar.xz,4248798,149,0.5,True,S
SAMEA7560644,atb.bakta.r0.2.batch.346.tar.xz,4366719,86,0.5,True,S
SAMEA7563087,atb.bakta.r0.2.batch.346.tar.xz,4343499,88,0.5,True,S
SAMEA104362363,atb.bakta.r0.2.batch.350.tar.xz,4282966,128,0.25,True,S
SAMN05916388,,4398658,28,0.25,True,S
SAMEA8718470,atb.bakta.r0.2.batch.347.tar.xz,4335931,104,0.5,True,S
SAMEA7526229,atb.bakta.r0.2.batch.342.tar.xz,4362832,65,0.25,True,S
SAMEA8719158,atb.bakta.r0.2.batch.347.tar.xz,4311977,113,0.5,True,S
SAMEA7544139,atb.bakta.r0.2.batch.343.tar.xz,4344177,99,0.5,True,S
SAMEA7561910,atb.bakta.r0.2.batch.346.tar.xz,4276177,172,1.0,True,S
SAMEA7524875,atb.bakta.r0.2.batch.342.tar.xz,4368423,92,0.25,True,S
SAMEA7525204,atb.bakta.r0.2.batch.342.tar.xz,4372364,127,1.0,True,S
SAMEA7526614,atb.bakta.r0.2.batch.342.tar.xz,4378576,90,0.125,True,S
SAMEA1101880,atb.bakta.r0.2.batch.334.tar.xz,4289468,129,0.06,True,S
SAMEA7525997,atb.bakta.r0.2.batch.342.tar.xz,4370028,102,1.0,True,S
SAMEA7561164,atb.bakta.r0.2.batch.346.tar.xz,4333324,111,0.5,True,S
SAMEA7545692,atb.bakta.r0.2.batch.343.tar.xz,4342162,81,1.0,True,S
SAMEA7546396,atb.bakta.r0.2.batch.343.tar.xz,4315268,157,0.25,True,S
SAMEA7562907,atb.bakta.r0.2.batch.346.tar.xz,4337350,137,0.03,True,S
SAMEA7563378,atb.bakta.r0.2.batch.346.tar.xz,4323664,125,0.25,True,S
SAMEA7545192,atb.bakta.r0.2.batch.343.tar.xz,4336081,79,0.5,True,S
SAMEA7546089,atb.bakta.r0.2.batch.343.tar.xz,4351171,95,0.5,True,S
SAMEA7555817,atb.bakta.r0.2.batch.345.tar.xz,4299963,135,0.25,True,S
SAMEA7545991,atb.bakta.r0.2.batch.343.tar.xz,4339049,116,0.5,True,S
SAMEA7525019,atb.bakta.r0.2.batch.342.tar.xz,4356460,111,0.5,True,S
SAMEA7563747,atb.bakta.r0.2.batch.346.tar.xz,4354983,113,0.25,True,S
SAMEA7525492,atb.bakta.r0.2.batch.342.tar.xz,4323904,193,0.06,True,S
SAMEA7561497,atb.bakta.r0.2.batch.346.tar.xz,4287612,177,0.06,True,S
SAMEA7545739,atb.bakta.r0.2.batch.343.tar.xz,4323335,91,0.5,True,S
SAMEA7526720,atb.bakta.r0.2.batch.342.tar.xz,4348664,106,0.125,True,S
SAMEA5570037,atb.bakta.r0.2.batch.340.tar.xz,4349775,98,0.5,True,S
SAMEA8719149,atb.bakta.r0.2.batch.347.tar.xz,4317320,120,0.5,True,S
SAMEA8741162,atb.bakta.r0.2.batch.347.tar.xz,4276105,142,0.5,True,S
SAMEA7563851,atb.bakta.r0.2.batch.346.tar.xz,4378021,113,0.25,True,S
SAMEA7546476,atb.bakta.r0.2.batch.343.tar.xz,4237275,197,0.5,True,S
SAMEA7562453,atb.bakta.r0.2.batch.346.tar.xz,4286687,143,0.5,True,S
SAMEA7524915,atb.bakta.r0.2.batch.342.tar.xz,4368546,104,0.5,True,S
SAMEA7561855,atb.bakta.r0.2.batch.346.tar.xz,4252303,134,0.5,True,S
SAMEA7526412,atb.bakta.r0.2.batch.342.tar.xz,4344625,99,0.125,True,S
SAMEA1102253,atb.bakta.r0.2.batch.334.tar.xz,4319886,131,0.25,True,S
SAMEA8742416,atb.bakta.r0.2.batch.347.tar.xz,4328795,113,0.25,True,S
SAMEA7525827,atb.bakta.r0.2.batch.342.tar.xz,4319167,133,0.125,True,S
SAMEA7563361,atb.bakta.r0.2.batch.346.tar.xz,4329690,147,0.25,True,S
SAMEA7544679,atb.bakta.r0.2.batch.343.tar.xz,4367383,81,0.12,True,S
SAMEA7545730,atb.bakta.r0.2.batch.343.tar.xz,4309020,101,0.5,True,S
SAMEA7524900,atb.bakta.r0.2.batch.342.tar.xz,4345565,90,0.5,True,S
SAMEA104362292,atb.bakta.r0.2.batch.350.tar.xz,4346089,104,0.25,True,S
SAMEA7526463,atb.bakta.r0.2.batch.342.tar.xz,4340248,109,0.125,True,S
SAMEA7564000,atb.bakta.r0.2.batch.346.tar.xz,4326967,114,0.5,True,S
SAMEA7524839,atb.bakta.r0.2.batch.342.tar.xz,4337773,100,0.5,True,S
SAMEA8742035,atb.bakta.r0.2.batch.347.tar.xz,4259925,153,0.5,True,S
SAMEA7544583,atb.bakta.r0.2.batch.343.tar.xz,4343580,92,0.25,True,S
SAMEA7526353,atb.bakta.r0.2.batch.342.tar.xz,4318445,126,0.06,True,S
SAMEA7524936,atb.bakta.r0.2.batch.342.tar.xz,4351394,110,0.5,True,S
SAMEA7546815,atb.bakta.r0.2.batch.343.tar.xz,4248164,181,0.5,True,S
SAMEA7564155,atb.bakta.r0.2.batch.346.tar.xz,4285075,161,0.5,True,S
SAMEA7556046,atb.bakta.r0.2.batch.345.tar.xz,4333081,151,0.5,True,S
SAMN05918747,,4382327,54,0.25,True,S
SAMN05918748,,4390312,43,0.25,True,S
SAMEA7555850,atb.bakta.r0.2.batch.345.tar.xz,4330598,105,0.5,True,S
SAMEA7525965,atb.bakta.r0.2.batch.342.tar.xz,4384357,81,0.5,True,S
SAMEA8742115,atb.bakta.r0.2.batch.347.tar.xz,4293599,101,0.5,True,S
SAMEA7545407,atb.bakta.r0.2.batch.343.tar.xz,4298197,97,0.5,True,S
SAMEA7542237,atb.bakta.r0.2.batch.343.tar.xz,4350350,99,0.5,True,S
SAMEA7547249,atb.bakta.r0.2.batch.344.tar.xz,4313222,100,0.25,True,S
SAMEA7555813,atb.bakta.r0.2.batch.345.tar.xz,4329195,125,0.12,True,S
SAMEA7545422,atb.bakta.r0.2.batch.343.tar.xz,4295832,124,0.25,True,S
SAMEA8718309,atb.bakta.r0.2.batch.347.tar.xz,4346587,91,0.5,True,S
SAMEA7563363,atb.bakta.r0.2.batch.346.tar.xz,4327695,132,0.25,True,S
SAMEA7544063,atb.bakta.r0.2.batch.343.tar.xz,4358489,84,0.5,True,S
SAMEA7560635,atb.bakta.r0.2.batch.346.tar.xz,4302249,93,1.0,True,S
SAMEA7525560,atb.bakta.r0.2.batch.342.tar.xz,4343750,114,0.125,True,S
SAMEA7526386,atb.bakta.r0.2.batch.342.tar.xz,4368430,95,0.125,True,S
SAMEA7560748,atb.bakta.r0.2.batch.346.tar.xz,4307487,159,0.12,True,S
SAMEA7545693,atb.bakta.r0.2.batch.343.tar.xz,4339301,93,1.0,True,S
SAMEA7526840,atb.bakta.r0.2.batch.342.tar.xz,4334106,116,0.06,True,S
SAMEA7545963,atb.bakta.r0.2.batch.343.tar.xz,4339032,119,0.5,True,S
SAMEA7525337,atb.bakta.r0.2.batch.342.tar.xz,4357673,102,0.125,True,S
SAMEA7563050,atb.bakta.r0.2.batch.346.tar.xz,4336957,88,0.25,True,S
SAMEA7561433,atb.bakta.r0.2.batch.346.tar.xz,4300144,151,0.25,True,S
SAMEA8742322,atb.bakta.r0.2.batch.347.tar.xz,4337206,90,0.25,True,S
SAMEA7561109,atb.bakta.r0.2.batch.346.tar.xz,4351392,88,0.12,True,S
SAMEA7541585,atb.bakta.r0.2.batch.343.tar.xz,4328682,134,0.25,True,S
SAMN05918631,,4403276,7,0.5,True,S
SAMEA7524969,atb.bakta.r0.2.batch.342.tar.xz,4339995,102,0.25,True,S
SAMEA1101705,atb.bakta.r0.2.batch.334.tar.xz,4293330,188,0.25,True,S
SAMEA7555916,atb.bakta.r0.2.batch.345.tar.xz,4342902,90,0.5,True,S
SAMEA7526065,atb.bakta.r0.2.batch.342.tar.xz,4373157,88,0.5,True,S
SAMEA7561956,atb.bakta.r0.2.batch.346.tar.xz,4293472,148,1.0,True,S
SAMEA7541506,atb.bakta.r0.2.batch.343.tar.xz,4317415,105,0.5,True,S
SAMEA7563052,atb.bakta.r0.2.batch.346.tar.xz,4331412,91,0.12,True,S
SAMEA7525645,atb.bakta.r0.2.batch.342.tar.xz,4329619,186,0.5,True,S
SAMEA8742283,atb.bakta.r0.2.batch.347.tar.xz,4283019,121,0.5,True,S
SAMEA8718596,atb.bakta.r0.2.batch.347.tar.xz,4309355,116,0.25,True,S
SAMEA8719058,atb.bakta.r0.2.batch.347.tar.xz,4271364,136,0.5,True,S
SAMEA7525903,atb.bakta.r0.2.batch.342.tar.xz,4316639,118,0.06,True,S
SAMEA7555868,atb.bakta.r0.2.batch.345.tar.xz,4338779,116,0.25,True,S
SAMEA7546925,atb.bakta.r0.2.batch.344.tar.xz,4349117,86,0.5,True,S
SAMEA5570069,atb.bakta.r0.2.batch.340.tar.xz,4354815,78,0.25,True,S
SAMEA7526132,atb.bakta.r0.2.batch.342.tar.xz,4340251,131,0.12,True,S
SAMEA5569596,atb.bakta.r0.2.batch.340.tar.xz,4355318,80,1.0,True,S
SAMEA7526095,atb.bakta.r0.2.batch.342.tar.xz,4346979,86,0.5,True,S
SAMEA7525124,atb.bakta.r0.2.batch.342.tar.xz,4348771,129,0.5,True,S
SAMEA7563221,atb.bakta.r0.2.batch.346.tar.xz,4257595,175,1.0,True,S
SAMEA7526515,atb.bakta.r0.2.batch.342.tar.xz,4331629,132,0.06,True,S
SAMEA7542090,atb.bakta.r0.2.batch.343.tar.xz,4337007,98,0.5,True,S
SAMEA7555802,atb.bakta.r0.2.batch.345.tar.xz,4339121,133,0.12,True,S
SAMEA7526693,atb.bakta.r0.2.batch.342.tar.xz,4334550,124,0.25,True,S
SAMEA104362092,atb.bakta.r0.2.batch.350.tar.xz,4311628,116,0.5,True,S
SAMEA8718494,atb.bakta.r0.2.batch.347.tar.xz,4335333,102,0.5,True,S
SAMEA7541572,atb.bakta.r0.2.batch.343.tar.xz,4281834,102,1.0,True,S
SAMEA7525978,atb.bakta.r0.2.batch.342.tar.xz,4342720,108,0.03,True,S
SAMEA7560622,atb.bakta.r0.2.batch.346.tar.xz,4328489,112,0.25,True,S
SAMEA1101708,atb.bakta.r0.2.batch.334.tar.xz,4279348,163,0.25,True,S
SAMEA7525135,atb.bakta.r0.2.batch.342.tar.xz,4329228,141,0.5,True,S
SAMEA8742414,atb.bakta.r0.2.batch.347.tar.xz,4322841,116,0.5,True,S
SAMEA7524923,atb.bakta.r0.2.batch.342.tar.xz,4370469,141,0.5,True,S
SAMEA5570059,atb.bakta.r0.2.batch.340.tar.xz,4353805,85,0.5,True,S
SAMEA7524849,atb.bakta.r0.2.batch.342.tar.xz,4377060,119,0.5,True,S
SAMEA7555739,atb.bakta.r0.2.batch.345.tar.xz,4339914,113,0.25,True,S
SAMEA5569504,atb.bakta.r0.2.batch.340.tar.xz,4333968,90,0.5,True,S
SAMEA7524870,atb.bakta.r0.2.batch.342.tar.xz,4293030,184,0.25,True,S
SAMEA7563319,atb.bakta.r0.2.batch.346.tar.xz,4286983,172,0.25,True,S
SAMEA7525296,atb.bakta.r0.2.batch.342.tar.xz,4344304,110,0.25,True,S
SAMEA7525475,atb.bakta.r0.2.batch.342.tar.xz,4330506,195,0.125,True,S
SAMEA104362304,atb.bakta.r0.2.batch.350.tar.xz,4337756,100,0.5,True,S
SAMEA7524770,atb.bakta.r0.2.batch.342.tar.xz,4372247,101,0.5,True,S
SAMEA7525252,atb.bakta.r0.2.batch.342.tar.xz,4362739,112,1.0,True,S
SAMEA7542235,atb.bakta.r0.2.batch.343.tar.xz,4350139,89,4.0,True,R
SAMEA7545235,atb.bakta.r0.2.batch.343.tar.xz,4355022,72,0.25,True,S
SAMEA7544189,atb.bakta.r0.2.batch.343.tar.xz,4310335,115,0.5,True,S
SAMEA7555814,atb.bakta.r0.2.batch.345.tar.xz,4324265,138,0.25,True,S
SAMEA7525028,atb.bakta.r0.2.batch.342.tar.xz,4329839,116,0.25,True,S
SAMEA7526752,atb.bakta.r0.2.batch.342.tar.xz,4364482,115,0.125,True,S
SAMEA7555827,atb.bakta.r0.2.batch.345.tar.xz,4337783,118,0.25,True,S
SAMEA8719075,atb.bakta.r0.2.batch.347.tar.xz,4328825,109,1.0,True,S
SAMEA7525842,atb.bakta.r0.2.batch.342.tar.xz,4360639,89,0.5,True,S
SAMEA104362300,atb.bakta.r0.2.batch.350.tar.xz,4343803,80,0.5,True,S
SAMEA7545648,atb.bakta.r0.2.batch.343.tar.xz,4305659,107,0.5,True,S
SAMEA7526455,atb.bakta.r0.2.batch.342.tar.xz,4344090,104,0.06,True,S
SAMEA7545233,atb.bakta.r0.2.batch.343.tar.xz,4356734,70,0.5,True,S
SAMEA7546934,atb.bakta.r0.2.batch.344.tar.xz,4341148,102,0.5,True,S
SAMEA7563067,atb.bakta.r0.2.batch.346.tar.xz,4339931,94,0.12,True,S
SAMEA7562881,atb.bakta.r0.2.batch.346.tar.xz,4342425,108,0.25,True,S
SAMEA7525666,atb.bakta.r0.2.batch.342.tar.xz,4345680,128,0.5,True,S
SAMN05916459,,4399291,4,0.25,True,S
SAMEA8742117,atb.bakta.r0.2.batch.347.tar.xz,4302033,110,0.5,True,S
SAMN05916396,,4378854,8,0.25,True,S
SAMEA7544421,atb.bakta.r0.2.batch.343.tar.xz,4340903,100,0.5,True,S
SAMEA8718347,atb.bakta.r0.2.batch.347.tar.xz,4290696,125,0.25,True,S
SAMN05918708,,4406906,31,0.5,True,S
SAMEA7561941,atb.bakta.r0.2.batch.346.tar.xz,4270783,194,8.0,True,R
SAMEA7563767,atb.bakta.r0.2.batch.346.tar.xz,4339804,112,0.25,True,S
SAMN05916273,,4398467,8,0.25,True,S
SAMN05918637,,4396195,36,0.25,True,S
SAMEA7545269,atb.bakta.r0.2.batch.343.tar.xz,4344000,95,0.5,True,S
SAMEA7561829,atb.bakta.r0.2.batch.346.tar.xz,4288674,176,0.12,True,S
SAMEA104362401,atb.bakta.r0.2.batch.350.tar.xz,4213229,104,0.5,True,S
SAMEA8718321,atb.bakta.r0.2.batch.347.tar.xz,4332631,106,1.0,True,S
SAMEA7524985,atb.bakta.r0.2.batch.342.tar.xz,4348384,95,0.5,True,S
SAMEA7542326,atb.bakta.r0.2.batch.343.tar.xz,4344322,96,0.25,True,S
SAMEA7526107,atb.bakta.r0.2.batch.342.tar.xz,4346149,87,0.5,True,S
SAMEA7546463,atb.bakta.r0.2.batch.343.tar.xz,4338598,84,0.12,True,S
SAMEA7541752,atb.bakta.r0.2.batch.343.tar.xz,4335073,103,0.25,True,S
SAMEA7546780,atb.bakta.r0.2.batch.343.tar.xz,4318966,103,0.5,True,S
SAMN05916311,,4395321,46,0.5,True,S
SAMEA8742547,atb.bakta.r0.2.batch.347.tar.xz,4361146,97,0.5,True,S
SAMEA7526060,atb.bakta.r0.2.batch.342.tar.xz,4363121,107,0.5,True,S
SAMN05916452,,4350970,6,0.25,True,S
SAMEA8742624,atb.bakta.r0.2.batch.347.tar.xz,4359696,73,0.25,True,S
SAMEA7546070,atb.bakta.r0.2.batch.343.tar.xz,4333406,115,0.5,True,S
SAMEA7561108,atb.bakta.r0.2.batch.346.tar.xz,4326717,219,0.5,True,S
SAMEA7526827,atb.bakta.r0.2.batch.342.tar.xz,4308402,131,0.06,True,S
SAMEA5569562,atb.bakta.r0.2.batch.340.tar.xz,4363411,75,1.0,True,S
SAMEA7526597,atb.bakta.r0.2.batch.342.tar.xz,4361389,99,0.125,True,S
SAMEA7563401,atb.bakta.r0.2.batch.346.tar.xz,4333709,125,0.12,True,S
SAMEA7562226,atb.bakta.r0.2.batch.346.tar.xz,4312475,162,1.0,True,S
SAMEA7561527,atb.bakta.r0.2.batch.346.tar.xz,4284640,150,0.12,True,S
SAMEA7525046,atb.bakta.r0.2.batch.342.tar.xz,4349881,104,0.25,True,S
SAMEA7526559,atb.bakta.r0.2.batch.342.tar.xz,4367980,108,0.5,True,S
SAMEA1101877,atb.bakta.r0.2.batch.334.tar.xz,4297777,158,0.5,True,S
SAMEA7541588,atb.bakta.r0.2.batch.343.tar.xz,4236884,104,0.5,True,S
SAMEA7541507,atb.bakta.r0.2.batch.343.tar.xz,4326359,112,0.5,True,S
SAMEA7526750,atb.bakta.r0.2.batch.342.tar.xz,4272258,137,0.03,True,S
SAMEA7541654,atb.bakta.r0.2.batch.343.tar.xz,4320859,112,1.0,True,S
SAMEA7525364,atb.bakta.r0.2.batch.342.tar.xz,4339780,141,0.5,True,S
SAMEA7544402,atb.bakta.r0.2.batch.343.tar.xz,4304407,90,0.5,True,S
SAMEA7562499,atb.bakta.r0.2.batch.346.tar.xz,4338229,136,0.5,True,S
SAMEA7561907,atb.bakta.r0.2.batch.346.tar.xz,4280390,166,1.0,True,S
SAMEA7564267,atb.bakta.r0.2.batch.346.tar.xz,4301698,107,0.12,True,S
SAMEA7525719,atb.bakta.r0.2.batch.342.tar.xz,4323099,140,0.5,True,S
SAMEA8718781,atb.bakta.r0.2.batch.347.tar.xz,4344832,116,0.5,True,S
SAMEA7526216,atb.bakta.r0.2.batch.342.tar.xz,4346059,97,0.25,True,S
SAMEA7525432,atb.bakta.r0.2.batch.342.tar.xz,4363553,146,0.25,True,S
SAMEA7562563,atb.bakta.r0.2.batch.346.tar.xz,4332341,116,0.06,True,S
SAMEA7545551,atb.bakta.r0.2.batch.343.tar.xz,4239053,197,0.5,True,S
SAMEA104362293,atb.bakta.r0.2.batch.350.tar.xz,4353686,87,0.5,True,S
SAMEA7525551,atb.bakta.r0.2.batch.342.tar.xz,4368114,135,1.0,True,S
SAMEA7546003,atb.bakta.r0.2.batch.343.tar.xz,4320822,89,0.5,True,S
SAMEA7544378,atb.bakta.r0.2.batch.343.tar.xz,4258661,304,0.5,True,S
SAMN05918581,,4363994,2,0.25,True,S
SAMEA7542228,atb.bakta.r0.2.batch.343.tar.xz,4349887,101,0.5,True,S
SAMEA7525262,atb.bakta.r0.2.batch.342.tar.xz,4374574,105,0.5,True,S
SAMEA7562861,atb.bakta.r0.2.batch.346.tar.xz,4334167,96,0.25,True,S
SAMEA8718340,atb.bakta.r0.2.batch.347.tar.xz,4321068,94,0.25,True,S
SAMEA7545363,atb.bakta.r0.2.batch.343.tar.xz,4287249,135,0.5,True,S
SAMEA8742052,atb.bakta.r0.2.batch.347.tar.xz,4309973,119,0.5,True,S
SAMEA7545166,atb.bakta.r0.2.batch.343.tar.xz,4320501,97,0.5,True,S
SAMEA8718552,atb.bakta.r0.2.batch.347.tar.xz,4283505,118,0.5,True,S
SAMEA7524982,atb.bakta.r0.2.batch.342.tar.xz,4314163,306,0.5,True,S
SAMEA7526167,atb.bakta.r0.2.batch.342.tar.xz,4318532,135,0.12,True,S
SAMEA7525521,atb.bakta.r0.2.batch.342.tar.xz,4300821,167,0.5,True,S
SAMEA7525331,atb.bakta.r0.2.batch.342.tar.xz,4345210,117,0.5,True,S
SAMEA1101886,atb.bakta.r0.2.batch.334.tar.xz,4282997,160,0.5,True,S
SAMEA8718757,atb.bakta.r0.2.batch.347.tar.xz,4257772,126,0.5,True,S
SAMEA7525546,atb.bakta.r0.2.batch.342.tar.xz,4315357,137,0.03,True,S
SAMEA5569898,atb.bakta.r0.2.batch.340.tar.xz,4349874,90,0.5,True,S
SAMEA7525671,atb.bakta.r0.2.batch.342.tar.xz,4370850,117,0.5,True,S
SAMEA8742581,atb.bakta.r0.2.batch.347.tar.xz,4357535,80,0.5,True,S
SAMEA7526013,atb.bakta.r0.2.batch.342.tar.xz,4332738,119,0.12,True,S
SAMEA7546271,atb.bakta.r0.2.batch.343.tar.xz,4336448,123,0.5,True,S
SAMEA7525622,atb.bakta.r0.2.batch.342.tar.xz,4312776,199,0.5,True,S
SAMEA7526599,atb.bakta.r0.2.batch.342.tar.xz,4348091,95,0.125,True,S
SAMEA7561380,atb.bakta.r0.2.batch.346.tar.xz,4273792,132,0.5,True,S
SAMEA1102329,atb.bakta.r0.2.batch.334.tar.xz,4305431,123,0.12,True,S
SAMN05918693,,4381257,13,10.0,True,R
SAMEA7525178,atb.bakta.r0.2.batch.342.tar.xz,4368791,138,1.0,True,S
SAMEA5569641,atb.bakta.r0.2.batch.340.tar.xz,4325790,150,0.5,True,S
SAMEA8719070,atb.bakta.r0.2.batch.347.tar.xz,4366127,106,0.5,True,S
SAMEA7524946,atb.bakta.r0.2.batch.342.tar.xz,4377319,135,0.25,True,S
SAMEA7563112,atb.bakta.r0.2.batch.346.tar.xz,4303489,141,0.5,True,S
SAMEA7524851,atb.bakta.r0.2.batch.342.tar.xz,4334378,111,0.5,True,S
SAMEA7543882,atb.bakta.r0.2.batch.343.tar.xz,4345988,85,0.5,True,S
SAMEA7526443,atb.bakta.r0.2.batch.342.tar.xz,4322483,120,0.125,True,S
SAMEA7541395,atb.bakta.r0.2.batch.343.tar.xz,4321855,110,0.5,True,S
SAMEA7544706,atb.bakta.r0.2.batch.343.tar.xz,4340292,81,0.25,True,S
SAMN05916356,,4392824,34,10.0,True,R
SAMEA7546429,atb.bakta.r0.2.batch.343.tar.xz,4345762,89,0.25,True,S
SAMEA7526923,atb.bakta.r0.2.batch.342.tar.xz,4313414,127,0.5,True,S
SAMEA7525213,atb.bakta.r0.2.batch.342.tar.xz,4376302,107,0.25,True,S
SAMEA7547520,atb.bakta.r0.2.batch.344.tar.xz,4345160,88,0.5,True,S
SAMEA7525823,atb.bakta.r0.2.batch.342.tar.xz,4357720,93,0.06,True,S
SAMEA7560975,atb.bakta.r0.2.batch.346.tar.xz,4363473,85,0.5,True,S
SAMEA7525210,atb.bakta.r0.2.batch.342.tar.xz,4363107,134,2.0,True,R
SAMEA7526459,atb.bakta.r0.2.batch.342.tar.xz,4319303,124,1.0,True,S
SAMEA104362369,atb.bakta.r0.2.batch.350.tar.xz,4322781,92,0.5,True,S
SAMEA7526650,atb.bakta.r0.2.batch.342.tar.xz,4331223,112,0.5,True,S
SAMEA7525880,atb.bakta.r0.2.batch.342.tar.xz,4324542,125,0.25,True,S
SAMEA7546294,atb.bakta.r0.2.batch.343.tar.xz,4226704,236,0.5,True,S
SAMEA7544011,atb.bakta.r0.2.batch.343.tar.xz,4347642,84,0.5,True,S
SAMEA8741245,atb.bakta.r0.2.batch.347.tar.xz,4310593,138,0.12,True,S
SAMEA7560822,atb.bakta.r0.2.batch.346.tar.xz,4374558,130,0.25,True,S
SAMEA7525566,atb.bakta.r0.2.batch.342.tar.xz,4292746,189,0.12,True,S
SAMEA8719117,atb.bakta.r0.2.batch.347.tar.xz,4345033,87,0.5,True,S
SAMEA104362418,atb.bakta.r0.2.batch.350.tar.xz,4321224,103,0.25,True,S
SAMEA7543911,atb.bakta.r0.2.batch.343.tar.xz,4335632,88,0.5,True,S
SAMEA7546597,atb.bakta.r0.2.batch.343.tar.xz,4346430,103,0.5,True,S
SAMEA7545725,atb.bakta.r0.2.batch.343.tar.xz,4343957,100,0.25,True,S
SAMEA7526441,atb.bakta.r0.2.batch.342.tar.xz,4308683,117,0.25,True,S
SAMEA7525662,atb.bakta.r0.2.batch.342.tar.xz,4350224,109,0.5,True,S
SAMEA7542276,atb.bakta.r0.2.batch.343.tar.xz,4336273,111,0.5,True,S
SAMEA7555952,atb.bakta.r0.2.batch.345.tar.xz,4358057,102,0.25,True,S
SAMEA7541662,atb.bakta.r0.2.batch.343.tar.xz,4314739,97,0.5,True,S
SAMEA104362265,atb.bakta.r0.2.batch.350.tar.xz,4341594,96,0.25,True,S
